period,red1,red2,red3,red4,red5,red6,blue,red_numbers,full_number,red_sum
2005080,1,12,14,26,27,32,16,1 12 14 26 27 32,1 12 14 26 27 32 + 16,112
2005081,2,4,10,12,26,30,3,2 4 10 12 26 30,2 4 10 12 26 30 + 3,84
2005082,1,7,11,14,19,20,12,1 7 11 14 19 20,1 7 11 14 19 20 + 12,72
2005083,3,5,9,14,16,30,13,3 5 9 14 16 30,3 5 9 14 16 30 + 13,77
2005084,1,2,7,15,19,20,3,1 2 7 15 19 20,1 2 7 15 19 20 + 3,64
2005085,8,9,13,14,20,22,12,8 9 13 14 20 22,8 9 13 14 20 22 + 12,86
2005086,7,11,12,24,27,29,12,7 11 12 24 27 29,7 11 12 24 27 29 + 12,110
2005087,8,9,15,16,23,26,8,8 9 15 16 23 26,8 9 15 16 23 26 + 8,97
2005088,1,3,7,18,20,24,7,1 3 7 18 20 24,1 3 7 18 20 24 + 7,73
2005089,5,19,20,23,26,31,12,5 19 20 23 26 31,5 19 20 23 26 31 + 12,124
2005090,1,9,21,25,29,32,3,1 9 21 25 29 32,1 9 21 25 29 32 + 3,117
2005091,1,11,12,15,26,27,13,1 11 12 15 26 27,1 11 12 15 26 27 + 13,92
2005092,8,13,19,26,28,31,10,8 13 19 26 28 31,8 13 19 26 28 31 + 10,125
2005093,4,6,17,23,25,29,14,4 6 17 23 25 29,4 6 17 23 25 29 + 14,104
2005094,3,5,9,23,27,33,3,3 5 9 23 27 33,3 5 9 23 27 33 + 3,100
2005095,9,12,18,21,28,29,5,9 12 18 21 28 29,9 12 18 21 28 29 + 5,117
2005096,4,5,17,18,26,33,4,4 5 17 18 26 33,4 5 17 18 26 33 + 4,103
2005097,5,10,23,27,28,30,15,5 10 23 27 28 30,5 10 23 27 28 30 + 15,123
2005098,12,15,19,22,31,33,1,12 15 19 22 31 33,12 15 19 22 31 33 + 1,132
2005099,10,13,16,22,24,31,9,10 13 16 22 24 31,10 13 16 22 24 31 + 9,116
2005100,2,4,9,14,16,31,3,2 4 9 14 16 31,2 4 9 14 16 31 + 3,76
2005101,9,16,19,21,22,24,12,9 16 19 21 22 24,9 16 19 21 22 24 + 12,111
2005102,2,5,6,14,24,31,12,2 5 6 14 24 31,2 5 6 14 24 31 + 12,82
2005103,4,7,16,18,23,30,7,4 7 16 18 23 30,4 7 16 18 23 30 + 7,98
2005104,2,4,21,23,30,33,9,2 4 21 23 30 33,2 4 21 23 30 33 + 9,113
2005105,4,15,23,30,32,33,3,4 15 23 30 32 33,4 15 23 30 32 33 + 3,137
2005106,1,11,13,24,26,31,13,1 11 13 24 26 31,1 11 13 24 26 31 + 13,106
2005107,9,10,20,24,25,26,11,9 10 20 24 25 26,9 10 20 24 25 26 + 11,114
2005108,3,10,12,24,29,30,6,3 10 12 24 29 30,3 10 12 24 29 30 + 6,108
2005109,3,5,13,15,17,31,4,3 5 13 15 17 31,3 5 13 15 17 31 + 4,84
2005110,7,10,16,19,24,25,9,7 10 16 19 24 25,7 10 16 19 24 25 + 9,101
2005111,3,7,15,16,19,29,9,3 7 15 16 19 29,3 7 15 16 19 29 + 9,89
2005112,4,12,22,28,29,30,16,4 12 22 28 29 30,4 12 22 28 29 30 + 16,125
2005113,15,18,20,22,26,27,3,15 18 20 22 26 27,15 18 20 22 26 27 + 3,128
2005114,6,7,10,15,21,27,6,6 7 10 15 21 27,6 7 10 15 21 27 + 6,86
2005115,3,12,18,23,30,33,2,3 12 18 23 30 33,3 12 18 23 30 33 + 2,119
2005116,4,6,8,14,15,30,10,4 6 8 14 15 30,4 6 8 14 15 30 + 10,77
2005117,6,17,22,27,28,32,3,6 17 22 27 28 32,6 17 22 27 28 32 + 3,132
2005118,4,9,12,15,26,31,16,4 9 12 15 26 31,4 9 12 15 26 31 + 16,97
2005119,1,7,11,18,20,22,2,1 7 11 18 20 22,1 7 11 18 20 22 + 2,79
2005120,1,6,13,18,30,32,14,1 6 13 18 30 32,1 6 13 18 30 32 + 14,100
2005121,1,7,20,25,31,32,12,1 7 20 25 31 32,1 7 20 25 31 32 + 12,116
2005122,1,4,7,14,30,32,9,1 4 7 14 30 32,1 4 7 14 30 32 + 9,88
2005123,11,12,13,17,18,25,7,11 12 13 17 18 25,11 12 13 17 18 25 + 7,96
2005124,5,6,10,19,31,33,11,5 6 10 19 31 33,5 6 10 19 31 33 + 11,104
2005125,6,14,18,28,31,32,3,6 14 18 28 31 32,6 14 18 28 31 32 + 3,129
2005126,2,8,13,19,25,26,9,2 8 13 19 25 26,2 8 13 19 25 26 + 9,93
2005127,4,6,11,14,23,25,12,4 6 11 14 23 25,4 6 11 14 23 25 + 12,83
2005128,2,4,14,23,29,33,15,2 4 14 23 29 33,2 4 14 23 29 33 + 15,105
2005129,5,10,14,20,27,33,3,5 10 14 20 27 33,5 10 14 20 27 33 + 3,109
2005130,3,5,9,15,20,25,16,3 5 9 15 20 25,3 5 9 15 20 25 + 16,77
2005131,2,7,10,11,12,24,3,2 7 10 11 12 24,2 7 10 11 12 24 + 3,66
2005132,2,4,10,18,27,29,15,2 4 10 18 27 29,2 4 10 18 27 29 + 15,90
2005133,1,7,14,16,18,25,11,1 7 14 16 18 25,1 7 14 16 18 25 + 11,81
2005134,4,13,14,18,26,30,1,4 13 14 18 26 30,4 13 14 18 26 30 + 1,105
2005135,1,5,13,15,21,25,11,1 5 13 15 21 25,1 5 13 15 21 25 + 11,80
2005136,5,14,16,18,25,27,13,5 14 16 18 25 27,5 14 16 18 25 27 + 13,105
2005137,3,9,15,23,25,33,12,3 9 15 23 25 33,3 9 15 23 25 33 + 12,108
2005138,3,5,6,11,20,22,13,3 5 6 11 20 22,3 5 6 11 20 22 + 13,67
2005139,2,7,20,23,32,33,10,2 7 20 23 32 33,2 7 20 23 32 33 + 10,117
2005140,4,6,7,8,12,17,7,4 6 7 8 12 17,4 6 7 8 12 17 + 7,54
2005141,3,5,8,12,16,19,15,3 5 8 12 16 19,3 5 8 12 16 19 + 15,63
2005142,7,10,12,17,22,29,5,7 10 12 17 22 29,7 10 12 17 22 29 + 5,97
2005143,3,10,15,17,20,32,8,3 10 15 17 20 32,3 10 15 17 20 32 + 8,97
2005144,1,8,14,15,19,27,9,1 8 14 15 19 27,1 8 14 15 19 27 + 9,84
2005145,3,7,8,17,20,28,15,3 7 8 17 20 28,3 7 8 17 20 28 + 15,83
2005146,7,11,19,20,24,28,2,7 11 19 20 24 28,7 11 19 20 24 28 + 2,109
2005147,6,7,15,27,28,30,10,6 7 15 27 28 30,6 7 15 27 28 30 + 10,113
2005148,3,15,17,23,24,29,13,3 15 17 23 24 29,3 15 17 23 24 29 + 13,111
2005149,11,16,21,23,25,32,7,11 16 21 23 25 32,11 16 21 23 25 32 + 7,128
2005150,3,7,10,14,18,20,2,3 7 10 14 18 20,3 7 10 14 18 20 + 2,72
2005151,4,11,12,13,19,30,5,4 11 12 13 19 30,4 11 12 13 19 30 + 5,89
2005152,1,5,12,14,21,27,3,1 5 12 14 21 27,1 5 12 14 21 27 + 3,80
2005153,4,5,7,21,26,29,1,4 5 7 21 26 29,4 5 7 21 26 29 + 1,92
2006001,1,12,15,19,21,28,3,1 12 15 19 21 28,1 12 15 19 21 28 + 3,96
2006002,7,13,16,21,26,28,9,7 13 16 21 26 28,7 13 16 21 26 28 + 9,111
2006003,2,4,5,6,16,20,12,2 4 5 6 16 20,2 4 5 6 16 20 + 12,53
2006004,4,8,17,27,28,31,7,4 8 17 27 28 31,4 8 17 27 28 31 + 7,115
2006005,3,19,20,24,26,27,11,3 19 20 24 26 27,3 19 20 24 26 27 + 11,119
2006006,8,21,22,23,26,32,14,8 21 22 23 26 32,8 21 22 23 26 32 + 14,132
2006007,4,16,18,27,32,33,7,4 16 18 27 32 33,4 16 18 27 32 33 + 7,130
2006008,3,5,9,18,28,32,16,3 5 9 18 28 32,3 5 9 18 28 32 + 16,95
2006009,5,6,8,20,26,30,6,5 6 8 20 26 30,5 6 8 20 26 30 + 6,95
2006010,4,6,12,19,27,29,8,4 6 12 19 27 29,4 6 12 19 27 29 + 8,97
2006011,5,7,8,14,27,31,11,5 7 8 14 27 31,5 7 8 14 27 31 + 11,92
2006012,9,11,13,27,31,33,10,9 11 13 27 31 33,9 11 13 27 31 33 + 10,124
2006013,1,5,6,12,16,21,11,1 5 6 12 16 21,1 5 6 12 16 21 + 11,61
2006014,6,14,26,29,32,33,7,6 14 26 29 32 33,6 14 26 29 32 33 + 7,140
2006015,2,3,9,15,29,32,3,2 3 9 15 29 32,2 3 9 15 29 32 + 3,90
2006016,1,7,13,17,23,30,16,1 7 13 17 23 30,1 7 13 17 23 30 + 16,91
2006017,3,4,8,31,32,33,2,3 4 8 31 32 33,3 4 8 31 32 33 + 2,111
2006018,1,13,14,17,24,26,5,1 13 14 17 24 26,1 13 14 17 24 26 + 5,95
2006019,4,6,13,22,26,32,7,4 6 13 22 26 32,4 6 13 22 26 32 + 7,103
2006020,5,9,21,23,26,29,6,5 9 21 23 26 29,5 9 21 23 26 29 + 6,113
2006021,1,2,5,20,21,22,9,1 2 5 20 21 22,1 2 5 20 21 22 + 9,71
2006022,2,3,4,13,16,27,13,2 3 4 13 16 27,2 3 4 13 16 27 + 13,65
2006023,4,13,14,19,23,28,8,4 13 14 19 23 28,4 13 14 19 23 28 + 8,101
2006024,2,7,9,11,21,27,6,2 7 9 11 21 27,2 7 9 11 21 27 + 6,77
2006025,3,4,17,19,24,32,5,3 4 17 19 24 32,3 4 17 19 24 32 + 5,99
2006026,1,2,18,22,29,32,3,1 2 18 22 29 32,1 2 18 22 29 32 + 3,104
2006027,6,8,11,14,16,27,15,6 8 11 14 16 27,6 8 11 14 16 27 + 15,82
2006028,5,7,14,16,17,27,4,5 7 14 16 17 27,5 7 14 16 17 27 + 4,86
2006029,3,4,7,9,14,19,8,3 4 7 9 14 19,3 4 7 9 14 19 + 8,56
2006030,8,13,15,17,20,32,14,8 13 15 17 20 32,8 13 15 17 20 32 + 14,105
2006031,3,10,12,16,31,32,14,3 10 12 16 31 32,3 10 12 16 31 32 + 14,104
2006032,5,18,20,24,26,31,9,5 18 20 24 26 31,5 18 20 24 26 31 + 9,124
2006033,15,20,22,23,27,31,6,15 20 22 23 27 31,15 20 22 23 27 31 + 6,138
2006034,2,10,15,16,17,33,13,2 10 15 16 17 33,2 10 15 16 17 33 + 13,93
2006035,3,9,13,21,27,29,13,3 9 13 21 27 29,3 9 13 21 27 29 + 13,102
2006036,4,7,10,16,17,21,9,4 7 10 16 17 21,4 7 10 16 17 21 + 9,75
2006037,2,12,23,24,25,32,14,2 12 23 24 25 32,2 12 23 24 25 32 + 14,118
2006038,2,14,17,19,22,30,10,2 14 17 19 22 30,2 14 17 19 22 30 + 10,104
2006039,16,19,22,28,31,32,3,16 19 22 28 31 32,16 19 22 28 31 32 + 3,148
2006040,15,22,25,26,28,33,3,15 22 25 26 28 33,15 22 25 26 28 33 + 3,149
2006041,3,10,16,18,21,28,4,3 10 16 18 21 28,3 10 16 18 21 28 + 4,96
2006042,3,16,23,26,28,31,11,3 16 23 26 28 31,3 16 23 26 28 31 + 11,127
2006043,5,12,13,16,23,32,3,5 12 13 16 23 32,5 12 13 16 23 32 + 3,101
2006044,2,10,18,21,30,31,5,2 10 18 21 30 31,2 10 18 21 30 31 + 5,112
2006045,6,7,10,14,20,21,4,6 7 10 14 20 21,6 7 10 14 20 21 + 4,78
2006046,13,18,23,29,31,32,8,13 18 23 29 31 32,13 18 23 29 31 32 + 8,146
2006047,2,17,20,22,28,32,3,2 17 20 22 28 32,2 17 20 22 28 32 + 3,121
2006048,9,13,19,25,29,32,12,9 13 19 25 29 32,9 13 19 25 29 32 + 12,127
2006049,6,10,12,13,17,20,3,6 10 12 13 17 20,6 10 12 13 17 20 + 3,78
2006050,2,6,12,15,25,31,7,2 6 12 15 25 31,2 6 12 15 25 31 + 7,91
2006051,2,6,7,17,27,30,16,2 6 7 17 27 30,2 6 7 17 27 30 + 16,89
2006052,11,24,26,27,30,32,3,11 24 26 27 30 32,11 24 26 27 30 32 + 3,150
2006053,1,11,17,27,28,31,2,1 11 17 27 28 31,1 11 17 27 28 31 + 2,115
2006054,3,5,7,10,28,30,4,3 5 7 10 28 30,3 5 7 10 28 30 + 4,83
2006055,4,5,28,29,31,33,11,4 5 28 29 31 33,4 5 28 29 31 33 + 11,130
2006056,11,13,15,21,23,25,8,11 13 15 21 23 25,11 13 15 21 23 25 + 8,108
2006057,3,4,17,18,21,31,8,3 4 17 18 21 31,3 4 17 18 21 31 + 8,94
2006058,1,12,22,23,24,25,14,1 12 22 23 24 25,1 12 22 23 24 25 + 14,107
2006059,5,10,15,17,27,29,11,5 10 15 17 27 29,5 10 15 17 27 29 + 11,103
2006060,5,15,19,23,30,32,14,5 15 19 23 30 32,5 15 19 23 30 32 + 14,124
2006061,5,13,17,19,25,30,11,5 13 17 19 25 30,5 13 17 19 25 30 + 11,109
2006062,18,22,23,24,26,30,1,18 22 23 24 26 30,18 22 23 24 26 30 + 1,143
2006063,4,5,15,21,23,24,8,4 5 15 21 23 24,4 5 15 21 23 24 + 8,92
2006064,3,12,14,21,24,28,11,3 12 14 21 24 28,3 12 14 21 24 28 + 11,102
2006065,4,8,17,28,29,30,13,4 8 17 28 29 30,4 8 17 28 29 30 + 13,116
2006066,6,8,11,18,30,33,5,6 8 11 18 30 33,6 8 11 18 30 33 + 5,106
2006067,7,8,11,16,17,24,13,7 8 11 16 17 24,7 8 11 16 17 24 + 13,83
2006068,3,7,10,14,30,33,10,3 7 10 14 30 33,3 7 10 14 30 33 + 10,97
2006069,5,16,20,22,29,30,8,5 16 20 22 29 30,5 16 20 22 29 30 + 8,122
2006070,2,3,11,13,20,27,2,2 3 11 13 20 27,2 3 11 13 20 27 + 2,76
2006071,5,11,12,19,29,31,1,5 11 12 19 29 31,5 11 12 19 29 31 + 1,107
2006072,2,3,5,20,21,24,8,2 3 5 20 21 24,2 3 5 20 21 24 + 8,75
2006073,5,13,16,18,27,29,12,5 13 16 18 27 29,5 13 16 18 27 29 + 12,108
2006074,1,3,15,19,25,33,4,1 3 15 19 25 33,1 3 15 19 25 33 + 4,96
2006075,10,21,22,23,25,33,11,10 21 22 23 25 33,10 21 22 23 25 33 + 11,134
2006076,4,10,17,21,29,32,14,4 10 17 21 29 32,4 10 17 21 29 32 + 14,113
2006077,8,9,12,13,19,33,9,8 9 12 13 19 33,8 9 12 13 19 33 + 9,94
2006078,3,5,17,22,31,33,12,3 5 17 22 31 33,3 5 17 22 31 33 + 12,111
2006079,6,11,13,17,20,32,8,6 11 13 17 20 32,6 11 13 17 20 32 + 8,99
2006080,15,17,20,22,26,29,9,15 17 20 22 26 29,15 17 20 22 26 29 + 9,129
2006081,14,16,18,21,22,32,4,14 16 18 21 22 32,14 16 18 21 22 32 + 4,123
2006082,3,13,15,23,28,29,9,3 13 15 23 28 29,3 13 15 23 28 29 + 9,111
2006083,7,9,18,19,26,29,10,7 9 18 19 26 29,7 9 18 19 26 29 + 10,108
2006084,1,12,17,21,25,28,12,1 12 17 21 25 28,1 12 17 21 25 28 + 12,104
2006085,2,6,18,21,24,25,8,2 6 18 21 24 25,2 6 18 21 24 25 + 8,96
2006086,4,6,10,24,26,31,6,4 6 10 24 26 31,4 6 10 24 26 31 + 6,101
2006087,4,5,8,9,12,30,5,4 5 8 9 12 30,4 5 8 9 12 30 + 5,68
2006088,3,11,20,24,25,26,1,3 11 20 24 25 26,3 11 20 24 25 26 + 1,109
2006089,1,13,16,18,19,22,1,1 13 16 18 19 22,1 13 16 18 19 22 + 1,89
2006090,2,11,15,20,23,29,11,2 11 15 20 23 29,2 11 15 20 23 29 + 11,100
2006091,7,8,12,21,22,24,7,7 8 12 21 22 24,7 8 12 21 22 24 + 7,94
2006092,2,8,11,16,20,21,14,2 8 11 16 20 21,2 8 11 16 20 21 + 14,78
2006093,2,12,16,18,19,23,5,2 12 16 18 19 23,2 12 16 18 19 23 + 5,90
2006094,15,16,17,18,24,33,13,15 16 17 18 24 33,15 16 17 18 24 33 + 13,123
2006095,1,3,17,20,21,29,16,1 3 17 20 21 29,1 3 17 20 21 29 + 16,91
2006096,1,5,9,13,18,33,14,1 5 9 13 18 33,1 5 9 13 18 33 + 14,79
2006097,11,14,15,20,26,27,12,11 14 15 20 26 27,11 14 15 20 26 27 + 12,113
2006098,6,7,10,11,18,23,16,6 7 10 11 18 23,6 7 10 11 18 23 + 16,75
2006099,9,12,18,23,24,27,5,9 12 18 23 24 27,9 12 18 23 24 27 + 5,113
2006100,1,11,18,26,30,32,3,1 11 18 26 30 32,1 11 18 26 30 32 + 3,118
2006101,9,12,20,26,27,28,16,9 12 20 26 27 28,9 12 20 26 27 28 + 16,122
2006102,1,4,13,19,20,24,11,1 4 13 19 20 24,1 4 13 19 20 24 + 11,81
2006103,12,14,15,25,28,31,6,12 14 15 25 28 31,12 14 15 25 28 31 + 6,125
2006104,3,7,22,27,28,31,11,3 7 22 27 28 31,3 7 22 27 28 31 + 11,118
2006105,5,12,14,15,20,31,1,5 12 14 15 20 31,5 12 14 15 20 31 + 1,97
2006106,2,12,14,19,28,33,10,2 12 14 19 28 33,2 12 14 19 28 33 + 10,108
2006107,1,6,8,13,17,30,7,1 6 8 13 17 30,1 6 8 13 17 30 + 7,75
2006108,2,6,8,20,24,30,9,2 6 8 20 24 30,2 6 8 20 24 30 + 9,90
2006109,1,5,17,18,23,26,13,1 5 17 18 23 26,1 5 17 18 23 26 + 13,90
2006110,9,12,14,18,27,33,13,9 12 14 18 27 33,9 12 14 18 27 33 + 13,113
2006111,1,8,11,16,17,22,15,1 8 11 16 17 22,1 8 11 16 17 22 + 15,75
2006112,4,9,13,15,31,33,11,4 9 13 15 31 33,4 9 13 15 31 33 + 11,105
2006113,5,14,17,18,28,33,2,5 14 17 18 28 33,5 14 17 18 28 33 + 2,115
2006114,8,10,14,20,27,29,16,8 10 14 20 27 29,8 10 14 20 27 29 + 16,108
2006115,1,10,20,26,28,29,15,1 10 20 26 28 29,1 10 20 26 28 29 + 15,114
2006116,5,16,21,22,32,33,9,5 16 21 22 32 33,5 16 21 22 32 33 + 9,129
2006117,6,14,20,22,23,26,9,6 14 20 22 23 26,6 14 20 22 23 26 + 9,111
2006118,1,3,7,8,10,30,5,1 3 7 8 10 30,1 3 7 8 10 30 + 5,59
2006119,1,2,14,20,27,30,2,1 2 14 20 27 30,1 2 14 20 27 30 + 2,94
2006120,6,8,14,15,24,33,9,6 8 14 15 24 33,6 8 14 15 24 33 + 9,100
2006121,3,4,6,27,31,33,6,3 4 6 27 31 33,3 4 6 27 31 33 + 6,104
2006122,4,5,6,8,22,24,3,4 5 6 8 22 24,4 5 6 8 22 24 + 3,69
2006123,2,3,20,25,28,32,6,2 3 20 25 28 32,2 3 20 25 28 32 + 6,110
2006124,12,13,14,18,31,32,13,12 13 14 18 31 32,12 13 14 18 31 32 + 13,120
2006125,15,19,23,30,32,33,6,15 19 23 30 32 33,15 19 23 30 32 33 + 6,152
2006126,2,8,13,16,24,33,9,2 8 13 16 24 33,2 8 13 16 24 33 + 9,96
2006127,3,4,11,17,19,30,1,3 4 11 17 19 30,3 4 11 17 19 30 + 1,84
2006128,4,15,21,30,31,33,5,4 15 21 30 31 33,4 15 21 30 31 33 + 5,134
2006129,9,14,18,22,27,29,12,9 14 18 22 27 29,9 14 18 22 27 29 + 12,119
2006130,1,12,21,22,30,32,2,1 12 21 22 30 32,1 12 21 22 30 32 + 2,118
2006131,3,4,9,22,26,33,1,3 4 9 22 26 33,3 4 9 22 26 33 + 1,97
2006132,6,14,22,26,30,33,1,6 14 22 26 30 33,6 14 22 26 30 33 + 1,131
2006133,4,6,20,25,29,31,3,4 6 20 25 29 31,4 6 20 25 29 31 + 3,115
2006134,10,13,18,26,28,30,12,10 13 18 26 28 30,10 13 18 26 28 30 + 12,125
2006135,4,19,21,22,23,31,4,4 19 21 22 23 31,4 19 21 22 23 31 + 4,120
2006136,11,15,17,21,22,24,5,11 15 17 21 22 24,11 15 17 21 22 24 + 5,110
2006137,10,14,17,21,27,31,9,10 14 17 21 27 31,10 14 17 21 27 31 + 9,120
2006138,4,9,11,17,18,26,8,4 9 11 17 18 26,4 9 11 17 18 26 + 8,85
2006139,7,8,14,21,23,25,5,7 8 14 21 23 25,7 8 14 21 23 25 + 5,98
2006140,1,8,11,18,19,23,5,1 8 11 18 19 23,1 8 11 18 19 23 + 5,80
2006141,16,18,22,23,25,31,11,16 18 22 23 25 31,16 18 22 23 25 31 + 11,135
2006142,10,16,19,22,26,27,16,10 16 19 22 26 27,10 16 19 22 26 27 + 16,120
2006143,1,15,20,29,31,32,8,1 15 20 29 31 32,1 15 20 29 31 32 + 8,128
2006144,4,10,13,16,22,29,6,4 10 13 16 22 29,4 10 13 16 22 29 + 6,94
2006145,2,7,23,26,28,31,7,2 7 23 26 28 31,2 7 23 26 28 31 + 7,117
2006146,3,9,13,23,28,30,5,3 9 13 23 28 30,3 9 13 23 28 30 + 5,106
2006147,1,4,15,17,27,31,1,1 4 15 17 27 31,1 4 15 17 27 31 + 1,95
2006148,4,8,12,13,23,29,1,4 8 12 13 23 29,4 8 12 13 23 29 + 1,89
2006149,2,3,5,11,15,32,15,2 3 5 11 15 32,2 3 5 11 15 32 + 15,68
2006150,8,9,12,18,25,27,12,8 9 12 18 25 27,8 9 12 18 25 27 + 12,99
2006151,1,3,4,6,16,22,8,1 3 4 6 16 22,1 3 4 6 16 22 + 8,52
2006152,1,14,20,25,27,31,15,1 14 20 25 27 31,1 14 20 25 27 31 + 15,118
2006153,1,7,11,20,30,33,10,1 7 11 20 30 33,1 7 11 20 30 33 + 10,102
2006154,7,14,18,20,30,33,13,7 14 18 20 30 33,7 14 18 20 30 33 + 13,122
2007001,2,4,9,10,20,26,14,2 4 9 10 20 26,2 4 9 10 20 26 + 14,71
2007002,5,6,14,20,21,22,1,5 6 14 20 21 22,5 6 14 20 21 22 + 1,88
2007003,5,9,11,12,22,27,15,5 9 11 12 22 27,5 9 11 12 22 27 + 15,86
2007004,3,7,10,13,25,33,10,3 7 10 13 25 33,3 7 10 13 25 33 + 10,91
2007005,1,5,6,16,24,30,12,1 5 6 16 24 30,1 5 6 16 24 30 + 12,82
2007006,6,10,14,22,26,27,11,6 10 14 22 26 27,6 10 14 22 26 27 + 11,105
2007007,4,12,15,17,22,32,14,4 12 15 17 22 32,4 12 15 17 22 32 + 14,102
2007008,1,4,5,18,19,25,10,1 4 5 18 19 25,1 4 5 18 19 25 + 10,72
2007009,2,4,14,15,25,27,15,2 4 14 15 25 27,2 4 14 15 25 27 + 15,87
2007010,3,8,14,17,30,32,5,3 8 14 17 30 32,3 8 14 17 30 32 + 5,104
2007011,3,10,15,25,28,33,16,3 10 15 25 28 33,3 10 15 25 28 33 + 16,114
2007012,3,5,7,21,26,28,4,3 5 7 21 26 28,3 5 7 21 26 28 + 4,90
2007013,5,15,18,27,29,32,5,5 15 18 27 29 32,5 15 18 27 29 32 + 5,126
2007014,1,13,16,20,24,26,9,1 13 16 20 24 26,1 13 16 20 24 26 + 9,100
2007015,3,4,8,18,22,30,15,3 4 8 18 22 30,3 4 8 18 22 30 + 15,85
2007016,1,18,20,22,26,33,5,1 18 20 22 26 33,1 18 20 22 26 33 + 5,120
2007017,5,9,10,24,25,32,14,5 9 10 24 25 32,5 9 10 24 25 32 + 14,105
2007018,1,12,18,20,21,26,11,1 12 18 20 21 26,1 12 18 20 21 26 + 11,98
2007019,4,11,16,23,29,31,14,4 11 16 23 29 31,4 11 16 23 29 31 + 14,114
2007020,5,10,16,20,28,31,14,5 10 16 20 28 31,5 10 16 20 28 31 + 14,110
2007021,3,6,9,11,25,31,13,3 6 9 11 25 31,3 6 9 11 25 31 + 13,85
2007022,2,4,7,10,18,27,10,2 4 7 10 18 27,2 4 7 10 18 27 + 10,68
2007023,3,7,13,17,32,33,2,3 7 13 17 32 33,3 7 13 17 32 33 + 2,105
2007024,8,9,17,25,27,32,6,8 9 17 25 27 32,8 9 17 25 27 32 + 6,118
2007025,3,16,18,22,23,26,3,3 16 18 22 23 26,3 16 18 22 23 26 + 3,108
2007026,1,4,14,16,26,29,10,1 4 14 16 26 29,1 4 14 16 26 29 + 10,90
2007027,2,3,9,22,24,27,11,2 3 9 22 24 27,2 3 9 22 24 27 + 11,87
2007028,3,8,13,20,29,30,11,3 8 13 20 29 30,3 8 13 20 29 30 + 11,103
2007029,6,8,9,11,19,21,10,6 8 9 11 19 21,6 8 9 11 19 21 + 10,74
2007030,3,16,21,22,27,30,4,3 16 21 22 27 30,3 16 21 22 27 30 + 4,119
2007031,4,6,10,12,19,31,1,4 6 10 12 19 31,4 6 10 12 19 31 + 1,82
2007032,4,8,16,24,30,32,16,4 8 16 24 30 32,4 8 16 24 30 32 + 16,114
2007033,3,4,11,17,18,28,9,3 4 11 17 18 28,3 4 11 17 18 28 + 9,81
2007034,2,9,12,14,23,25,16,2 9 12 14 23 25,2 9 12 14 23 25 + 16,85
2007035,1,4,8,12,29,31,6,1 4 8 12 29 31,1 4 8 12 29 31 + 6,85
2007036,3,14,21,23,30,31,10,3 14 21 23 30 31,3 14 21 23 30 31 + 10,122
2007037,10,11,16,23,31,33,16,10 11 16 23 31 33,10 11 16 23 31 33 + 16,124
2007038,3,11,14,19,21,30,5,3 11 14 19 21 30,3 11 14 19 21 30 + 5,98
2007039,6,7,19,24,27,29,1,6 7 19 24 27 29,6 7 19 24 27 29 + 1,112
2007040,13,14,15,19,24,30,10,13 14 15 19 24 30,13 14 15 19 24 30 + 10,115
2007041,1,3,9,11,26,31,12,1 3 9 11 26 31,1 3 9 11 26 31 + 12,81
2007042,3,13,16,19,32,33,8,3 13 16 19 32 33,3 13 16 19 32 33 + 8,116
2007043,3,8,10,11,14,30,5,3 8 10 11 14 30,3 8 10 11 14 30 + 5,76
2007044,9,13,20,21,24,32,8,9 13 20 21 24 32,9 13 20 21 24 32 + 8,119
2007045,1,12,18,21,28,30,10,1 12 18 21 28 30,1 12 18 21 28 30 + 10,110
2007046,2,6,7,9,19,26,14,2 6 7 9 19 26,2 6 7 9 19 26 + 14,69
2007047,2,4,16,18,23,30,6,2 4 16 18 23 30,2 4 16 18 23 30 + 6,93
2007048,2,11,12,15,17,28,12,2 11 12 15 17 28,2 11 12 15 17 28 + 12,85
2007049,4,14,18,19,31,33,2,4 14 18 19 31 33,4 14 18 19 31 33 + 2,119
2007050,1,5,8,13,18,25,2,1 5 8 13 18 25,1 5 8 13 18 25 + 2,70
2007051,3,14,16,26,27,33,13,3 14 16 26 27 33,3 14 16 26 27 33 + 13,119
2007052,2,3,7,8,26,29,7,2 3 7 8 26 29,2 3 7 8 26 29 + 7,75
2007053,10,13,16,17,18,27,11,10 13 16 17 18 27,10 13 16 17 18 27 + 11,101
2007054,1,3,16,18,23,28,5,1 3 16 18 23 28,1 3 16 18 23 28 + 5,89
2007055,2,6,11,22,28,29,2,2 6 11 22 28 29,2 6 11 22 28 29 + 2,98
2007056,14,17,21,29,31,32,12,14 17 21 29 31 32,14 17 21 29 31 32 + 12,144
2007057,5,11,18,19,20,21,9,5 11 18 19 20 21,5 11 18 19 20 21 + 9,94
2007058,7,8,10,13,25,27,7,7 8 10 13 25 27,7 8 10 13 25 27 + 7,90
2007059,1,3,4,6,7,29,14,1 3 4 6 7 29,1 3 4 6 7 29 + 14,50
2007060,1,2,8,16,19,29,5,1 2 8 16 19 29,1 2 8 16 19 29 + 5,75
2007061,1,6,7,11,20,23,5,1 6 7 11 20 23,1 6 7 11 20 23 + 5,68
2007062,8,17,20,29,30,33,9,8 17 20 29 30 33,8 17 20 29 30 33 + 9,137
