age,income,city,department,education,years_experience,projects_last_year,avg_weekly_hours,overtime_hours,cert_count,remote_ratio,satisfaction,manager_score,late_days,customer_tickets,acquisition_channel,target_label
38,102748,Shanghai,Tech,硕士,8,8,51,1,0,0,2.72,1.83,2,16,Event,B
51,77399,Chengdu,Product,本科,1,7,45,9,2,100,4.67,3.9,2,15,Event,A
31,94629,Shenzhen,Product,本科,13,9,41,5,2,40,3.59,3.02,3,11,Ad,A
27,,Chengdu,Tech,高中,9,3,46,9,5,100,3.47,3.38,6,16,Partner,B
23,78180,Beijing,Finance,本科,9,7,39,9,5,100,2.68,3.48,3,17,Referral,A
35,88302,Shanghai,Finance,本科,13,1,58,1,5,80,2.68,3.94,0,21,Referral,A
54,97638,Hangzhou,Support,硕士,4,6,51,7,3,100,3.34,3.98,2,16,Partner,A
42,95906,Shanghai,Sales,硕士,6,3,48,6,3,40,2.79,3.02,2,25,Ad,A
28,67595,Shanghai,Sales,本科,7,1,53,8,2,100,3.43,3.06,1,24,Partner,B
57,,Beijing,Sales,本科,8,4,42,7,0,60,2.65,3.61,7,14,Partner,A
46,66080,Chengdu,Sales,本科,3,1,38,7,2,80,1.45,3.4,4,1,Partner,D
30,64775,Shanghai,HR,硕士,0,8,47,5,4,40,4.01,4.09,0,20,Online,A
34,77112,Shanghai,HR,硕士,7,8,57,5,0,100,2.87,3.41,0,9,Referral,A
41,78756,Shenzhen,Finance,本科,0,8,34,10,5,20,3.79,3.94,3,14,Online,A
38,43654,Guangzhou,Support,高中,2,5,41,2,2,40,2.31,4.01,4,0,Online,B
48,99207,Beijing,Finance,硕士,9,9,53,8,1,60,3.04,3.53,5,0,Referral,A
29,66980,Hangzhou,Tech,本科,2,7,53,2,0,20,3.04,2.44,6,13,Referral,B
30,83098,Shanghai,Support,本科,14,6,52,10,0,80,2.52,3.64,1,10,Online,A
28,71641,Hangzhou,Product,本科,7,6,36,3,1,80,4.24,3.03,2,11,Online,A
29,58641,Shenzhen,Product,高中,0,4,45,5,3,40,3.46,4.46,2,9,Online,B
26,77918,Beijing,Product,高中,16,,54,9,4,0,2.46,2.7,3,14,Event,B
24,90931,Shanghai,Tech,本科,13,7,44,1,0,0,2.87,3.69,3,22,Event,A
51,113174,Shanghai,Sales,博士,7,7,37,7,0,80,3.22,3.78,4,19,Referral,A
53,,Shenzhen,Product,高中,14,6,41,14,1,20,2.73,5.0,0,10,Referral,A
26,62008,Guangzhou,Tech,本科,2,6,46,4,1,80,3.83,4.53,1,12,Ad,A
40,89637,Guangzhou,Sales,硕士,5,7,49,4,5,40,3.2,4.97,1,10,Event,A
45,54926,Guangzhou,HR,本科,1,4,46,8,0,0,2.05,4.41,0,6,Online,B
51,102491,Shenzhen,Tech,本科,10,5,51,4,2,40,4.52,3.06,0,23,Ad,A
30,60308,Chengdu,Finance,本科,2,5,46,2,2,60,3.0,3.71,0,11,Online,A
33,82474,Shenzhen,Product,本科,6,8,47,3,2,100,3.99,3.79,5,26,Ad,A
21,49655,Shenzhen,HR,本科,1,3,48,6,3,40,3.31,4.45,2,24,Referral,B
24,83469,Beijing,Product,硕士,7,6,57,2,2,80,3.47,3.41,1,8,Ad,A
56,,Shanghai,Sales,硕士,6,7,39,6,4,40,5.0,2.27,2,20,Online,A
21,58353,Hangzhou,Finance,本科,1,6,44,18,2,60,2.83,4.47,2,27,Online,B
34,70039,Hangzhou,Sales,本科,6,7,33,3,1,20,4.46,4.25,0,22,Ad,A
42,84581,Shenzhen,Finance,本科,9,11,52,11,0,0,3.84,3.61,4,7,Partner,A
41,101907,Shanghai,Finance,本科,10,6,34,10,4,60,2.18,4.29,1,23,Partner,A
56,87809,Guangzhou,Support,本科,14,4,48,5,1,40,3.78,4.19,0,16,Referral,A
37,69444,Chengdu,Finance,本科,2,7,43,5,1,80,3.54,2.42,4,14,Online,B
29,68366,Guangzhou,Product,本科,4,4,46,5,2,60,2.77,3.44,5,14,Ad,B
57,86521,Beijing,Sales,本科,6,3,49,10,0,20,3.05,3.83,4,16,Event,C
21,48603,Guangzhou,Finance,本科,0,6,50,9,2,0,2.68,5.0,2,13,Event,B
26,63853,Chengdu,HR,本科,7,7,53,3,4,80,4.05,3.67,0,0,Partner,A
26,81609,Shanghai,Tech,高中,12,1,36,5,4,60,4.13,4.11,1,16,Partner,A
23,78346,Hangzhou,Tech,本科,6,8,52,6,2,80,3.69,4.25,4,13,Online,A
52,74726,Shanghai,HR,高中,6,5,49,6,4,60,3.97,3.84,5,29,Partner,A
56,88127,Shenzhen,Support,本科,8,6,48,6,1,60,3.47,5.0,0,17,Ad,A
26,68724,Beijing,Support,本科,10,1,49,6,0,0,2.65,3.51,1,13,Partner,C
58,77654,Chengdu,HR,硕士,6,2,54,1,0,60,3.86,2.66,5,19,Partner,B
45,78867,Guangzhou,Tech,本科,4,11,49,3,0,60,3.77,2.53,2,13,Referral,A
24,69801,Hangzhou,Support,本科,9,6,47,11,4,40,3.69,3.1,0,22,Partner,A
28,99409,Shenzhen,Finance,博士,13,1,44,8,3,20,3.74,3.29,2,13,Referral,B
32,54522,Guangzhou,Sales,高中,5,9,50,0,2,100,3.47,3.67,1,6,Partner,A
57,97725,Guangzhou,Finance,博士,2,8,46,0,2,40,3.41,4.69,2,12,Online,A
27,80467,Shenzhen,Tech,本科,6,2,39,0,4,0,3.57,3.95,1,12,Partner,A
38,66696,Hangzhou,Support,本科,1,5,54,0,3,100,2.9,4.22,2,18,Event,B
40,62908,Chengdu,HR,本科,2,7,36,11,4,80,2.28,3.78,3,8,Online,A
23,56517,Chengdu,HR,本科,6,7,52,35,1,0,3.27,3.58,1,7,Referral,B
55,79886,Chengdu,Product,本科,5,6,45,6,1,20,2.71,3.75,2,2,Ad,B
58,111808,Shanghai,Finance,硕士,3,5,57,0,4,80,3.88,4.76,2,17,Partner,A
23,77025,Shenzhen,Sales,硕士,9,4,42,7,0,20,2.35,3.77,3,12,Online,B
21,68985,Guangzhou,Tech,本科,4,5,40,13,1,100,3.14,3.71,1,20,Ad,B
35,71502,Guangzhou,HR,硕士,8,4,42,7,2,20,3.83,3.63,3,24,Event,A
42,80563,Shenzhen,Support,本科,9,6,49,5,1,20,3.14,4.03,1,4,Online,A
40,57092,Beijing,HR,本科,0,6,40,4,2,80,3.08,4.4,3,17,Partner,B
33,93831,Shenzhen,Tech,本科,6,4,46,3,2,20,4.57,,2,22,Ad,A
39,98614,Shanghai,Finance,本科,14,5,51,11,2,80,2.29,3.8,3,11,Ad,A
53,110063,Shenzhen,Tech,硕士,7,,34,9,0,60,3.02,2.78,1,15,Ad,A
24,62075,Chengdu,Product,硕士,6,5,50,6,1,100,1.8,3.67,2,13,Event,B
45,73266,Shanghai,Sales,高中,3,10,45,4,4,100,2.57,3.51,2,20,Referral,A
46,67134,Hangzhou,Sales,高中,4,6,41,2,1,60,2.7,3.33,2,15,Partner,B
24,90220,Shenzhen,Finance,硕士,9,5,50,6,2,60,3.85,2.41,3,0,Event,A
58,83658,Guangzhou,Finance,本科,6,3,35,5,2,20,2.47,4.62,2,15,Partner,B
56,117793,Guangzhou,Finance,博士,12,3,48,7,4,20,3.23,2.8,5,26,Referral,A
57,101286,Shanghai,Finance,高中,13,9,44,9,2,60,2.3,2.74,5,0,Partner,A
21,77125,Shenzhen,Tech,本科,9,10,34,5,3,40,4.73,3.81,4,15,Event,A
41,68505,Shenzhen,Sales,高中,8,4,54,13,0,60,3.39,3.7,2,8,Partner,B
56,88008,Chengdu,Sales,硕士,8,7,50,7,3,60,3.08,4.07,3,18,Ad,A
57,103605,Shanghai,Product,本科,6,7,55,3,3,80,2.85,4.87,0,20,Referral,A
28,86794,Guangzhou,Sales,博士,14,6,44,7,0,40,2.32,3.21,2,21,Partner,B
32,57558,Hangzhou,Support,本科,7,7,47,10,2,0,3.99,2.97,2,15,Ad,B
56,80100,Shenzhen,Sales,本科,3,1,53,12,2,40,3.93,3.75,1,5,Referral,A
42,93288,Hangzhou,Product,本科,12,5,60,10,3,80,4.02,3.13,2,9,Event,A
24,55730,Guangzhou,Sales,本科,1,8,40,3,3,80,3.46,4.89,6,13,Online,A
30,57188,Chengdu,Support,本科,5,6,39,7,1,100,3.02,4.37,4,1,Partner,B
34,76025,Chengdu,HR,硕士,11,4,49,4,2,80,1.6,4.53,4,11,Ad,B
41,86875,Shenzhen,Support,本科,9,5,43,7,4,100,1.05,3.37,4,21,Ad,B
44,100294,Beijing,HR,硕士,12,4,56,5,2,20,2.61,3.35,3,10,Partner,A
21,64656,Chengdu,Sales,硕士,9,5,38,0,3,20,3.03,5.0,4,13,Partner,A
58,91029,Shanghai,Support,本科,5,5,42,11,4,40,3.06,3.08,6,24,Referral,B
28,76781,Beijing,HR,本科,11,6,52,4,3,0,3.4,3.76,2,0,Ad,B
30,80870,Beijing,Support,硕士,7,8,69,5,0,60,2.92,3.92,3,5,Event,A
38,63994,Beijing,Sales,高中,10,2,36,5,0,60,3.57,2.89,4,12,Ad,C
34,109628,Shanghai,Finance,博士,8,5,52,7,2,100,4.18,2.92,3,12,Referral,A
36,68736,Guangzhou,Product,本科,5,6,49,8,2,100,4.84,2.4,4,7,Online,B
33,,Beijing,Support,本科,4,2,48,8,3,0,2.9,3.68,1,13,Referral,B
48,100273,Beijing,Tech,本科,6,9,42,6,5,100,2.52,3.46,7,24,Referral,A
53,101658,Beijing,Tech,硕士,1,5,48,10,2,20,2.68,2.17,4,28,Event,B
58,69420,Shanghai,Sales,高中,4,4,34,5,3,100,5.0,2.9,3,14,Ad,B
44,58947,Chengdu,Product,本科,1,5,49,3,0,80,3.82,4.41,1,26,Ad,B
40,82945,Chengdu,Tech,硕士,5,8,37,0,0,100,2.49,3.58,3,8,Event,A
39,79052,Hangzhou,HR,本科,11,6,46,7,2,80,2.81,4.43,4,10,Event,A
49,94361,Shanghai,Finance,本科,7,11,53,2,0,0,2.81,3.66,2,19,Ad,A
34,89319,Hangzhou,Tech,本科,5,4,60,3,4,0,3.9,2.61,1,8,Online,A
29,62323,Guangzhou,Support,本科,6,6,51,4,2,20,4.46,3.21,6,16,Referral,A
29,76607,Chengdu,Support,硕士,15,4,43,0,2,40,3.62,3.3,4,17,Ad,A
43,86481,Shenzhen,Finance,本科,4,5,41,10,5,40,3.61,3.67,2,12,Partner,A
43,59128,Chengdu,Support,本科,2,4,54,8,2,60,3.1,4.07,4,18,Ad,C
51,74164,Guangzhou,Tech,高中,4,5,34,9,0,80,3.4,4.36,4,12,Event,B
34,61369,Chengdu,Support,本科,7,8,52,6,0,0,5.0,3.27,4,16,Online,B
44,79854,Beijing,HR,博士,3,7,51,8,0,20,2.86,3.97,4,17,Online,B
40,106667,Shanghai,Support,博士,11,8,50,8,4,100,5.0,3.27,2,15,Event,A
42,94831,Shanghai,Tech,硕士,0,6,47,4,3,80,4.35,3.25,5,20,Partner,A
48,57231,Chengdu,HR,本科,0,6,56,6,0,60,4.77,4.02,2,26,Ad,A
33,72320,Shenzhen,Sales,高中,4,4,55,7,3,40,3.29,3.73,3,29,Referral,A
30,83049,Shenzhen,Tech,本科,5,5,51,1,2,40,3.89,4.27,3,12,Referral,A
30,72269,Beijing,HR,硕士,8,1,44,4,4,20,2.96,2.89,0,20,Partner,B
57,64035,Guangzhou,Support,高中,11,4,37,2,0,100,3.91,2.19,2,32,Ad,C
54,86949,Shanghai,Sales,硕士,0,5,30,1,2,40,4.93,3.18,1,6,Partner,A
51,90347,Guangzhou,Sales,本科,10,9,41,3,4,0,3.41,4.15,3,25,Ad,A
33,,Chengdu,Support,硕士,1,1,51,2,0,40,4.19,4.36,5,11,Online,C
21,51782,Guangzhou,Sales,高中,9,8,43,8,0,60,3.25,3.62,3,2,Ad,B
41,89095,Shanghai,Finance,本科,5,7,32,13,4,0,2.72,3.26,3,25,Ad,A
44,81040,Beijing,Sales,本科,9,1,54,3,1,100,2.0,2.88,0,32,Event,C
53,72979,Shenzhen,Support,硕士,0,6,49,10,0,100,2.64,3.74,0,4,Partner,A
29,82672,Shenzhen,Sales,硕士,11,6,40,11,2,40,5.0,2.12,3,7,Ad,A
29,68469,Shanghai,HR,本科,7,5,45,9,3,100,2.49,3.41,6,15,Event,B
51,77596,Shenzhen,Sales,高中,10,8,58,7,0,0,3.86,2.19,5,14,Ad,A
26,79731,Hangzhou,Finance,硕士,4,4,47,12,4,0,2.45,4.56,3,10,Partner,A
43,73504,Guangzhou,Sales,本科,7,1,66,11,2,40,3.92,4.13,2,8,Referral,B
44,101528,Hangzhou,Tech,硕士,6,8,52,7,2,0,2.65,2.37,2,12,Online,A
58,101182,Beijing,Tech,高中,8,6,42,2,2,100,4.21,3.33,1,18,Ad,A
57,83966,Guangzhou,Support,硕士,6,2,36,8,3,60,3.41,3.66,1,13,Referral,A
50,102124,Shanghai,Product,本科,5,7,46,8,2,60,4.37,3.98,2,19,Event,A
25,65712,Shenzhen,Tech,本科,2,4,48,3,3,60,4.35,3.33,4,32,Online,B
47,68779,Hangzhou,Finance,高中,8,3,38,3,0,40,3.7,2.58,4,20,Event,B
29,100678,Hangzhou,Tech,博士,10,7,30,6,1,40,2.81,3.55,3,19,Partner,A
26,69719,Hangzhou,Tech,本科,6,6,53,2,3,100,3.0,4.44,2,8,Event,A
27,,Shanghai,HR,硕士,5,3,50,10,3,40,1.55,2.38,5,12,Event,C
33,86747,Hangzhou,Finance,本科,10,7,42,9,3,20,2.18,5.0,0,6,Online,A
31,66128,Guangzhou,Support,本科,6,5,43,1,3,40,3.17,4.65,4,4,Partner,A
50,107164,Chengdu,Tech,硕士,7,5,37,1,2,0,4.08,4.42,5,13,Partner,A
56,96979,Chengdu,Product,博士,4,7,46,5,0,80,3.06,3.36,2,4,Referral,A
47,75511,Guangzhou,Product,本科,5,5,50,1,3,100,4.31,4.06,2,12,Partner,A
38,97817,Shenzhen,Tech,本科,10,4,46,8,2,60,2.9,2.62,5,11,Online,B
22,48314,Chengdu,HR,高中,5,7,57,6,2,0,4.19,3.65,4,15,Event,B
49,88150,Beijing,Product,本科,4,3,45,4,1,20,4.26,3.72,3,13,Partner,A
47,106545,Beijing,Sales,硕士,11,5,44,4,2,60,2.89,4.12,1,5,Ad,A
26,82042,Hangzhou,Product,本科,9,10,60,8,3,100,4.82,4.52,4,12,Ad,A
25,54052,Guangzhou,Sales,本科,3,8,41,1,0,100,3.73,3.52,1,9,Partner,A
48,70471,Shenzhen,Product,本科,0,4,45,11,1,20,3.21,3.07,2,17,Event,C
54,76032,Shanghai,Support,高中,12,4,42,3,3,0,3.83,3.26,0,15,Partner,A
56,64827,Hangzhou,HR,高中,2,7,41,3,0,0,4.65,,3,8,Event,A
45,110145,Shanghai,Tech,本科,13,8,52,0,0,80,3.38,3.19,3,13,Partner,A
35,,Shenzhen,Sales,本科,10,5,39,4,6,60,3.42,1.7,5,14,Online,A
27,68310,Beijing,HR,本科,5,5,33,11,3,100,4.8,3.21,2,9,Online,A
48,99791,Beijing,Tech,本科,5,4,45,11,3,80,3.69,4.18,0,19,Ad,A
57,91375,Beijing,HR,硕士,9,2,47,9,0,60,2.43,4.36,1,25,Event,A
50,72502,Chengdu,HR,本科,11,5,49,15,0,40,3.89,4.13,1,15,Partner,B
41,100972,Shenzhen,Finance,本科,10,8,47,4,4,80,3.24,3.82,2,12,Partner,A
25,65697,Shanghai,HR,本科,8,4,45,6,0,0,4.05,,0,15,Online,B
42,86161,Shenzhen,Product,本科,6,7,65,12,0,20,4.06,2.91,2,6,Online,A
40,71317,Shanghai,Finance,本科,1,7,47,4,2,0,1.61,3.1,3,9,Partner,B
42,85567,Guangzhou,HR,本科,15,5,47,3,1,40,3.74,5.0,2,17,Partner,A
55,101601,Hangzhou,Product,硕士,6,6,60,10,0,40,3.9,2.14,0,10,Referral,A
55,93653,Guangzhou,Sales,本科,15,7,45,2,2,80,3.4,4.69,2,2,Online,A
22,54933,Shanghai,Support,硕士,2,6,46,12,0,40,2.53,3.64,3,8,Referral,B
52,102304,Hangzhou,Product,博士,4,7,52,3,1,0,2.68,3.39,1,16,Online,A
36,76953,Hangzhou,HR,本科,10,3,58,1,1,0,2.5,3.23,1,25,Online,C
52,88727,Chengdu,Finance,硕士,6,5,53,0,1,100,3.62,3.48,0,4,Online,A
46,103916,Shanghai,Finance,本科,11,6,39,8,2,20,3.76,3.9,5,23,Online,A
37,68346,Beijing,Sales,高中,7,4,35,13,3,40,2.63,3.66,5,28,Partner,B
53,103829,Guangzhou,Tech,本科,8,11,45,12,1,60,1.94,4.33,1,5,Online,A
32,69507,Beijing,Finance,高中,12,5,45,7,0,60,2.99,2.12,4,12,Event,B
48,88444,Hangzhou,Finance,本科,8,6,50,8,5,20,3.77,2.98,3,14,Event,A
27,73582,Shenzhen,HR,本科,11,7,51,12,4,60,3.35,4.83,3,10,Event,A
54,75523,Chengdu,Sales,本科,9,4,49,2,0,80,4.12,3.18,2,18,Online,A
37,69817,Beijing,Sales,本科,2,2,38,7,4,80,3.25,4.05,1,5,Partner,B
56,104750,Shanghai,Product,本科,8,5,47,7,0,60,1.86,3.14,0,20,Event,B
27,56563,Beijing,Sales,高中,4,5,40,15,0,40,2.74,4.6,0,16,Online,B
34,61610,Shanghai,HR,本科,0,7,42,0,1,20,3.38,4.59,7,28,Partner,B
50,84265,Shenzhen,Finance,本科,5,6,45,1,2,40,3.36,3.86,4,16,Online,A
42,81295,Shenzhen,HR,本科,14,5,55,3,2,0,4.78,3.76,4,13,Online,A
42,85847,Beijing,Finance,本科,8,5,44,8,0,0,4.34,2.86,6,4,Event,C
40,73719,Shanghai,HR,本科,4,2,45,0,2,80,2.14,4.42,4,10,Ad,B
35,86201,Chengdu,Tech,本科,11,5,40,6,1,20,4.49,3.99,3,21,Ad,A
29,56922,Guangzhou,Finance,硕士,0,7,51,1,1,0,3.63,3.28,0,17,Online,A
24,33527,Chengdu,Sales,高中,0,3,60,4,0,100,5.0,3.53,0,4,Ad,B
32,49246,Guangzhou,Tech,高中,2,8,35,2,0,60,3.24,3.39,6,5,Referral,B
47,72676,Shenzhen,Support,本科,6,6,44,6,0,0,3.82,3.93,0,11,Referral,A
38,74517,Guangzhou,Finance,硕士,8,3,50,4,1,80,2.86,3.02,2,12,Event,B
57,77510,Hangzhou,HR,本科,5,4,49,12,3,20,5.0,4.25,4,5,Event,A
54,93437,Beijing,Finance,高中,12,6,49,1,3,60,2.79,4.58,5,15,Partner,A
21,103105,Beijing,Tech,硕士,15,5,58,0,3,20,4.38,3.65,0,15,Referral,A
32,62535,Chengdu,HR,硕士,6,4,44,1,1,40,4.17,3.74,6,6,Event,B
24,52023,Guangzhou,HR,本科,2,10,39,6,1,40,2.64,3.46,1,10,Ad,A
52,90099,Beijing,Support,本科,6,2,47,6,5,100,3.98,3.63,0,14,Ad,B
25,88247,Shenzhen,Tech,硕士,9,5,49,4,0,40,3.64,3.46,2,16,Partner,A
52,66842,Shenzhen,Sales,高中,5,8,58,5,0,60,3.75,4.1,2,15,Referral,A
38,62143,Hangzhou,Support,本科,4,7,51,7,0,0,3.53,3.58,4,3,Referral,B
42,79800,Shanghai,Finance,本科,5,9,47,5,1,0,4.04,2.3,2,21,Event,A
23,88588,Shenzhen,Support,硕士,9,9,47,6,5,0,3.7,2.4,4,16,Partner,A
25,45130,Guangzhou,Support,本科,0,1,44,10,4,80,3.88,2.93,0,1,Online,B
53,90874,Chengdu,Finance,本科,12,8,45,5,6,20,3.14,3.91,3,12,Partner,A
38,,Shenzhen,Finance,本科,9,8,46,0,0,60,3.18,,2,8,Ad,A
22,80374,Shenzhen,Finance,本科,10,7,46,11,1,60,3.17,2.96,4,16,Event,A
37,73487,Hangzhou,Support,硕士,7,4,47,6,3,60,3.65,4.62,4,33,Event,A
30,78277,,Tech,硕士,1,6,48,0,5,40,3.7,3.24,7,10,Online,A
25,85846,Shanghai,Sales,硕士,12,4,44,5,0,100,3.86,3.53,0,19,Partner,A
40,75220,Guangzhou,Support,本科,7,7,34,7,4,0,3.29,4.65,4,7,Referral,A
50,82966,Guangzhou,Sales,硕士,5,5,39,6,0,0,3.4,3.46,1,23,Online,A
40,91078,Beijing,Finance,硕士,6,6,36,5,0,20,3.28,3.17,3,27,Referral,B
54,92615,Shenzhen,Finance,本科,3,5,48,8,3,40,3.5,3.97,4,17,Referral,B
55,57357,Chengdu,Sales,高中,4,7,42,8,0,100,2.76,2.54,0,26,Event,B
37,91046,Hangzhou,Sales,硕士,5,6,62,9,3,100,3.09,2.3,4,10,Referral,B
46,88957,Beijing,Product,本科,3,6,50,5,2,40,3.87,4.27,3,6,Referral,A
32,76892,Shenzhen,Finance,本科,9,2,47,5,1,60,2.76,3.4,2,14,Partner,B
46,69113,Guangzhou,Sales,本科,0,5,38,5,2,60,3.15,4.01,3,11,Referral,B
34,57631,Chengdu,Finance,本科,10,2,53,7,1,80,3.07,4.1,3,12,Referral,B
25,85913,Guangzhou,Tech,硕士,11,7,42,1,1,100,2.64,4.3,4,19,Partner,B
32,78697,Guangzhou,Product,硕士,8,3,49,4,1,80,3.51,2.41,7,20,Referral,C
32,64154,Guangzhou,Support,高中,13,6,49,9,1,60,4.34,4.52,3,19,Ad,A
29,85813,Guangzhou,Tech,硕士,8,6,47,7,0,40,4.32,4.35,5,6,Ad,A
48,69408,Shanghai,HR,本科,0,7,47,3,2,20,3.63,3.37,2,15,Online,A
58,77602,Hangzhou,Sales,高中,11,5,32,3,0,100,2.91,4.38,0,25,Event,A
53,114279,Shanghai,Product,本科,12,5,46,7,4,100,1.51,4.37,2,10,Ad,A
56,100672,Shenzhen,Support,硕士,9,3,52,7,0,40,2.54,,1,6,Referral,B
46,98585,Shanghai,Finance,硕士,6,3,48,7,3,20,3.25,3.99,1,19,Referral,A
58,56041,Chengdu,Support,本科,0,9,51,2,0,60,2.88,3.52,6,28,Referral,B
44,91895,Shanghai,Support,博士,7,5,56,4,2,40,3.55,3.96,0,0,Referral,A
27,81559,Chengdu,Finance,硕士,7,5,39,11,1,60,3.48,3.97,3,11,Event,A
38,104194,Guangzhou,Finance,硕士,12,7,43,9,5,60,3.54,4.17,8,14,Partner,A
38,77920,Shenzhen,Finance,本科,6,10,59,0,1,0,3.47,3.94,1,11,Referral,A
39,94512,Beijing,Product,本科,10,7,41,9,0,80,2.19,2.05,2,6,Referral,B
29,81737,Shanghai,Tech,硕士,2,5,46,5,1,60,3.33,4.39,0,25,Event,A
38,78952,,Tech,高中,2,8,54,0,3,20,1.29,,3,15,Ad,A
58,100340,Beijing,Support,本科,8,5,57,9,5,80,3.43,3.93,4,9,Event,A
31,76824,Hangzhou,Sales,本科,11,1,45,0,4,80,3.47,3.13,1,12,Partner,B
39,,Beijing,Sales,本科,4,4,36,9,0,60,1.36,3.03,1,7,Referral,C
49,74365,Chengdu,Sales,本科,8,5,48,1,2,0,2.75,4.81,1,20,Event,A
33,55563,,HR,本科,0,6,37,12,3,100,4.33,4.25,3,3,Event,B
47,92011,Shanghai,Support,本科,12,11,56,7,1,60,2.39,2.65,3,9,Partner,A
35,78391,Hangzhou,Tech,本科,6,4,36,8,1,0,3.29,2.68,6,14,Online,C
54,101592,Shanghai,Sales,硕士,5,7,45,4,3,20,3.08,4.63,0,6,Ad,A
44,123256,Shenzhen,Tech,硕士,14,10,57,6,2,40,3.91,3.91,5,12,Event,A
31,58486,,Tech,高中,5,5,47,0,1,0,3.55,3.6,2,11,Partner,A
47,58441,Hangzhou,Finance,高中,1,7,47,0,0,0,4.83,3.1,2,20,Partner,A
33,56554,Hangzhou,Sales,高中,5,10,41,11,2,60,4.87,2.35,0,0,Ad,A
55,110733,Guangzhou,Tech,本科,14,5,43,2,5,60,3.25,,0,21,Partner,A
42,93704,Shanghai,Sales,硕士,8,6,37,14,0,80,3.51,3.55,0,18,Referral,A
45,97606,Shenzhen,Product,硕士,3,8,47,2,0,80,3.77,2.91,1,12,Referral,A
45,86580,Chengdu,Product,本科,13,9,40,1,1,40,2.85,2.95,6,5,Online,A
30,72987,Chengdu,Support,本科,9,8,57,2,2,20,2.64,4.67,4,12,Ad,A
51,75789,Hangzhou,Finance,本科,1,3,43,6,2,80,2.24,2.77,0,10,Online,B
43,66726,Shanghai,HR,本科,0,6,49,8,3,80,3.16,3.66,2,23,Online,B
44,91224,Shanghai,Sales,硕士,4,11,61,11,0,40,2.25,4.97,1,0,Online,A
28,81702,Chengdu,Tech,硕士,6,9,59,5,1,0,3.7,4.87,2,15,Online,A
23,43250,Shenzhen,HR,高中,5,2,48,6,2,100,2.51,3.17,0,9,Online,C
25,101366,Shanghai,Sales,硕士,14,7,40,14,3,60,3.76,2.67,4,17,Ad,A
33,68168,Hangzhou,HR,本科,11,8,41,7,0,20,2.89,3.96,4,26,Ad,A
22,68824,Hangzhou,Product,本科,11,3,47,11,2,100,3.71,3.65,2,11,Referral,B
41,66321,,Support,本科,1,3,37,0,2,0,4.03,3.71,0,11,Event,A
25,64965,Guangzhou,HR,硕士,4,8,32,8,5,100,2.48,2.74,0,8,Event,A
44,87085,Guangzhou,Support,本科,16,4,42,7,1,100,2.94,3.94,5,10,Referral,A
41,73293,Chengdu,Tech,本科,7,1,39,3,0,60,3.43,4.97,4,11,Event,A
35,57179,Beijing,Sales,高中,5,9,39,3,1,80,4.21,3.75,3,10,Online,A
34,79800,Shanghai,Product,本科,8,8,43,7,2,80,3.22,4.23,3,1,Online,A
28,,Hangzhou,Finance,本科,10,,47,1,2,40,3.15,4.19,9,24,Referral,B
52,130033,Shenzhen,Tech,博士,6,4,49,12,4,80,3.49,2.8,4,22,Event,B
23,69081,Beijing,Support,本科,5,4,49,0,3,100,3.66,4.4,0,22,Ad,A
37,74937,Beijing,Finance,本科,3,6,54,10,1,80,2.77,3.45,2,5,Partner,B
52,84283,Hangzhou,Finance,本科,6,7,41,6,0,0,3.61,4.06,2,19,Ad,A
31,58791,Hangzhou,Support,本科,2,2,33,4,4,0,2.66,3.09,0,15,Event,B
32,77870,Hangzhou,Tech,本科,2,7,59,1,3,100,3.08,,2,23,Partner,B
46,53933,Hangzhou,Support,高中,9,7,41,13,0,80,2.99,3.43,2,7,Referral,B
30,75818,Shanghai,Sales,硕士,3,7,43,9,4,40,3.06,2.39,3,15,Event,B
45,106268,Shenzhen,HR,硕士,14,6,58,5,0,0,2.86,4.06,2,1,Partner,A
43,76713,Guangzhou,Product,本科,9,2,42,6,0,40,4.63,4.3,3,1,Referral,A
44,80452,Guangzhou,Product,本科,9,9,52,3,2,20,2.64,2.93,4,13,Referral,A
42,70185,Guangzhou,Sales,高中,10,11,58,1,1,0,3.89,2.92,2,8,Partner,A
46,76579,Shenzhen,HR,本科,9,5,44,8,3,20,3.54,3.34,3,11,Event,B
23,79139,Shanghai,Sales,本科,9,9,40,6,1,100,4.52,,5,12,Event,A
36,79661,Beijing,Finance,本科,6,5,43,4,1,80,2.57,4.17,2,21,Ad,A
26,72590,Hangzhou,HR,博士,8,7,41,8,3,20,3.65,1.07,3,16,Partner,A
50,109692,Beijing,Tech,博士,2,2,41,5,3,80,3.48,3.32,5,21,Online,B
40,77459,Shanghai,Finance,本科,7,1,43,9,2,40,2.88,2.58,0,18,Partner,B
30,65624,Shanghai,Support,高中,10,5,54,0,1,60,4.52,4.35,0,20,Ad,A
52,111100,Hangzhou,Tech,硕士,6,8,41,16,3,0,2.96,,4,1,Online,A
50,100966,Shenzhen,Finance,本科,11,5,40,3,4,20,2.95,3.75,0,31,Event,A
30,62983,Guangzhou,Product,本科,3,10,46,12,3,80,3.17,3.38,4,17,Ad,A
27,71109,Shenzhen,Product,高中,12,2,50,18,0,0,3.25,4.32,3,12,Event,B
38,105284,Shanghai,Tech,本科,10,8,39,2,2,20,3.57,2.77,3,11,Ad,A
